team,year,athletes,events,age,height,weight,prev_medals,medals
USA,2008,763,258,26.4,177.7,74.4,263.0,317
USA,2012,689,245,26.7,178.3,74.7,317.0,248
USA,2016,719,245,26.4,178.0,73.8,248.0,264
UZB,2000,85,69,24.4,175.3,72.6,2.0,4
UZB,2004,79,71,23.7,177.6,75.0,4.0,5
UZB,2008,69,67,23.3,175.4,71.2,5.0,6
UZB,2012,56,52,25.4,175.7,75.3,6.0,3
UZB,2016,80,69,25.7,174.4,72.5,3.0,13
VAN,1992,8,8,21.6,169.7,59.2,0.0,0
VAN,1996,4,4,25.8,166.5,60.8,0.0,0
VAN,2000,3,3,38.7,166.5,63.5,0.0,0
VAN,2004,2,2,18.0,166.0,63.5,0.0,0
VAN,2008,3,3,21.0,167.7,69.5,0.0,0
VAN,2012,5,5,24.6,172.0,73.0,0.0,0
VAN,2016,4,4,23.0,176.7,70.3,0.0,0
VEN,1964,23,16,29.9,176.0,73.9,1.0,0
VEN,1968,30,17,28.2,175.2,70.4,0.0,1
VEN,1972,33,27,21.8,174.3,67.5,1.0,0
VEN,1976,56,35,19.1,169.1,60.9,0.0,1
VEN,1980,43,20,21.8,174.1,67.7,1.0,1
VEN,1984,44,29,23.5,178.8,71.9,1.0,3
VEN,1988,17,15,23.2,169.2,63.2,3.0,0
VEN,1992,27,16,25.6,182.2,76.0,0.0,0
VEN,1996,53,36,23.5,177.0,75.8,0.0,0
VEN,2000,65,49,23.0,171.1,68.0,0.0,0
VEN,2004,53,51,24.4,172.6,73.1,0.0,2
VEN,2008,126,83,24.4,174.8,69.8,2.0,1
VEN,2012,85,70,26.3,172.2,69.5,1.0,1
VEN,2016,105,77,27.5,177.4,74.9,1.0,3
VIE,1988,12,12,22.9,166.0,55.8,0.0,0
VIE,1992,10,10,23.6,163.0,50.2,0.0,0
VIE,1996,6,6,22.2,159.0,51.0,0.0,0
VIE,2000,7,7,22.4,163.4,54.4,0.0,1
VIE,2004,11,10,22.5,170.2,61.4,1.0,0
VIE,2008,18,18,25.1,162.1,57.6,0.0,1
VIE,2012,24,23,23.7,164.8,57.1,1.0,0
VIE,2016,28,24,26.9,167.1,59.7,0.0,2
VIN,1992,8,5,22.0,179.5,68.2,0.0,0
VIN,1996,12,6,21.8,185.7,71.5,0.0,0
VIN,2000,4,4,21.0,172.5,64.0,0.0,0
VIN,2004,3,3,21.3,167.7,62.7,0.0,0
VIN,2008,2,2,24.0,178.0,65.0,0.0,0
VIN,2012,3,3,22.0,180.5,73.5,0.0,0
VIN,2016,4,4,20.8,175.5,60.0,0.0,0
VNM,1964,23,14,27.6,165.9,58.3,0.0,0
VNM,1968,9,7,27.6,165.7,59.7,0.0,0
VNM,1972,2,1,43.0,162.0,53.0,0.0,0
YAR,1988,8,8,20.1,169.1,69.0,0.0,0
YEM,1996,4,4,24.8,166.7,59.7,0.0,0
YEM,2000,2,2,25.0,171.5,61.0,0.0,0
YEM,2004,3,3,20.0,168.7,64.3,0.0,0
YEM,2008,8,8,21.4,165.4,55.6,0.0,0
YEM,2012,4,4,20.0,169.0,58.0,0.0,0
YEM,2016,3,3,19.3,169.7,65.7,0.0,0
YUG,1964,123,32,25.0,176.8,75.4,17.0,15
YUG,1968,130,54,24.2,174.9,71.6,15.0,29
YUG,1972,212,73,24.6,175.2,71.5,29.0,18
YUG,1976,95,52,24.4,185.5,82.6,18.0,19
YUG,1980,180,69,24.3,183.3,79.2,19.0,57
YUG,1984,154,53,24.6,182.4,78.3,57.0,87
YUG,1988,183,72,23.9,182.8,77.6,87.0,63
ZAM,1968,7,5,20.1,175.2,60.2,0.0,0
ZAM,1972,12,12,21.2,168.5,58.2,0.0,0
ZAM,1980,43,25,27.2,174.2,68.0,0.0,0
ZAM,1984,18,18,22.3,173.7,67.8,0.0,1
ZAM,1988,33,11,24.0,172.8,68.1,1.0,0
ZAM,1992,11,11,22.8,169.7,64.4,0.0,0
ZAM,1996,8,8,25.8,170.2,60.6,0.0,1
ZAM,2000,8,8,23.0,173.2,64.8,1.0,0
ZAM,2004,6,6,22.5,173.7,64.5,0.0,0
ZAM,2008,8,8,21.9,168.7,62.8,0.0,0
ZAM,2012,7,7,22.6,176.2,74.2,0.0,0
ZAM,2016,7,7,24.1,175.2,67.5,0.0,0
ZIM,1964,33,15,25.3,174.5,70.4,0.0,0
ZIM,1980,52,30,26.9,171.9,71.0,0.0,15
ZIM,1984,20,18,29.1,174.0,67.6,15.0,0
ZIM,1988,47,38,25.1,176.5,70.3,0.0,0
ZIM,1992,28,22,21.2,171.1,62.4,0.0,0
ZIM,1996,21,15,23.8,176.7,68.7,0.0,0
ZIM,2000,26,19,25.0,179.0,71.1,0.0,0
ZIM,2004,14,11,25.1,177.8,70.5,0.0,3
ZIM,2008,16,15,26.1,171.9,63.7,3.0,4
ZIM,2012,9,8,27.3,174.4,65.2,4.0,0
ZIM,2016,31,13,27.5,167.8,62.2,0.0,0
